Date,ret
1995-10-31,0.01622093616611342
1995-11-30,0.006861259078793758
1995-12-31,-0.010101591381760477
1996-01-31,0.0243288960134318
1996-02-29,0.03543088335928157
1996-03-31,-0.035831441288806665
1996-04-30,0.1189590933188156
1996-05-31,0.03616927192736319
1996-06-30,-0.03486803552986706
1996-07-31,-0.12830097730714596
1996-08-31,0.020399017655856166
1996-09-30,0.12416274497017632
1996-10-31,0.022912907229326596
1996-11-30,0.12264058953894663
1996-12-31,-0.004631372149032087
1997-01-31,0.11044050937773608
1997-02-28,-0.07230486001014835
1997-03-31,-0.026847385889414044
1997-04-30,0.0742509376528464
1997-05-31,0.07114450734458444
1997-06-30,-0.0039282202039985226
1997-07-31,0.1722232706357063
1997-08-31,-0.03156492389822707
1997-09-30,0.03088149148048913
1997-10-31,-0.06827695416678081
1997-11-30,0.06346191275666979
1997-12-31,0.09919419746434022
1998-01-31,0.03222175294101004
1998-02-28,0.14005156908817828
1998-03-31,-0.038070181677137604
1998-04-30,0.023598732942444522
1998-05-31,-0.023674386229905586
1998-06-30,0.08649183562467755
1998-07-31,-0.017228559200875515
1998-08-31,-0.027229662348634665
1998-09-30,0.07514532066886215
1998-10-31,-0.014589945651163894
1998-11-30,0.07556571796702438
1998-12-31,0.10520611985589623
1999-01-31,0.08175345797953404
1999-02-28,-0.049452851738644776
1999-03-31,0.045613033457912344
1999-04-30,-0.005611746160870901
1999-05-31,-0.024865872906586595
1999-06-30,0.0059931414273108885
1999-07-31,-0.03259534293640087
1999-08-31,0.023897099554369028
1999-09-30,0.026975136617547912
1999-10-31,0.08933453252751433
1999-11-30,0.07010502617278247
1999-12-31,0.18171801708326818
2000-01-31,-0.02271415994507553
2000-02-29,0.0878625901201866
2000-03-31,-0.02091363992979267
2000-04-30,-0.07012055224978431
2000-05-31,-0.08014497944128196
2000-06-30,0.058438717975210164
2000-07-31,-0.03129565438525328
2000-08-31,0.07031142149527825
2000-09-30,-0.1190227585178294
2000-10-31,-0.007362156244669182
2000-11-30,-0.0005776311059424444
2000-12-31,0.026115278677581788
2001-01-31,0.011211551828156585
2001-02-28,-0.06542640805363209
2001-03-31,0.025737281731204043
2001-04-30,0.05172424257440156
2001-05-31,-0.00545840057755187
2001-06-30,0.015104805268106203
2001-07-31,-0.015912308219282245
2001-08-31,-0.01214700737477481
2001-09-30,0.013294376332935842
2001-10-31,0.04436665589419042
2001-11-30,0.01585026991836691
2001-12-31,0.022934462461043914
2002-01-31,-0.002776344542039455
2002-02-28,-0.021124447614615738
2002-03-31,-0.0036162399098531584
2002-04-30,-0.033693992602591094
2002-05-31,-0.022334689831491672
2002-06-30,0.0015691339313623764
2002-07-31,-0.014595892042461589
2002-08-31,0.009473419091620805
2002-09-30,0.03693823582964684
2002-10-31,0.03175475343721024
2002-11-30,0.02704317815989543
2002-12-31,-0.012995111212730559
2003-01-31,0.027918399259279303
2003-02-28,0.03353639949410514
2003-03-31,-0.003567546842147995
2003-04-30,0.014904753649931157
2003-05-31,0.10218602750304395
2003-06-30,-0.00813385661761401
2003-07-31,0.025960245223166867
2003-08-31,0.058421999480733344
2003-09-30,0.004991619237034284
2003-10-31,0.07961939931387096
2003-11-30,0.017583811650176084
2003-12-31,0.0537508486707472
2004-01-31,0.025573043596748946
2004-02-29,-0.01470977556057007
2004-03-31,-0.04862894427748965
2004-04-30,-0.028241696360574275
2004-05-31,0.040669024258584985
2004-06-30,0.03796738184503745
2004-07-31,-0.08878471240556773
2004-08-31,-0.014341811638554303
2004-09-30,0.03332737307824374
2004-10-31,0.027143584261425824
2004-11-30,0.05040839921777551
2004-12-31,0.0425820194926092
2005-01-31,-0.11282700731949702
2005-02-28,-0.011721469011154895
2005-03-31,-0.02414186611384661
2005-04-30,-0.10311700025841797
2005-05-31,0.102515227805277
2005-06-30,-0.052859713293779365
2005-07-31,0.1232293532161457
2005-08-31,-0.023623460801624363
2005-09-30,0.017152271159581955
2005-10-31,-0.030886715118463748
2005-11-30,0.0618620213468164
2005-12-31,-0.034853073650661925
2006-01-31,0.07859818649896133
2006-02-28,-0.01695149858345646
2006-03-31,0.038093899027662914
2006-04-30,0.008424262887626988
2006-05-31,-0.11484333812788028
2006-06-30,-0.03278686850296253
2006-07-31,-0.025934556028910927
2006-08-31,0.033903049623139614
2006-09-30,0.05339131996603541
2006-10-31,0.04820728116364226
2006-11-30,0.04514745743071846
2006-12-31,-0.033188975294967005
2007-01-31,0.040831067855562786
2007-02-28,-0.03966546957748318
2007-03-31,-8.031145014097962e-05
2007-04-30,0.08476894142163283
2007-05-31,0.04912761774859109
2007-06-30,-0.005780068073151234
2007-07-31,-0.010712787732474194
2007-08-31,-0.003950068693056585
2007-09-30,0.05498053371589684
2007-10-31,0.08629602361425626
2007-11-30,-0.021110831166817112
2007-12-31,-0.007071886706327524
2008-01-31,-0.01281532955036313
2008-02-29,0.008473534386554737
2008-03-31,0.04370851158597122
2008-04-30,0.00043345992240317877
2008-05-31,0.022620958981150352
2008-06-30,-0.014064988516294341
2008-07-31,2.7777506458104284e-05
2008-08-31,-0.009648064310427085
2008-09-30,-0.028928730356876264
2008-10-31,0.003928190906445028
2008-11-30,0.061250771613737376
2008-12-31,-0.04789251560516006
2009-01-31,0.06760419162776987
2009-02-28,0.09925038652964657
2009-03-31,-0.06425126946306325
2009-04-30,-0.035966084016966215
2009-05-31,0.005901636157066292
2009-06-30,0.02287849719107582
2009-07-31,0.04354101109213171
2009-08-31,0.02557919432723188
2009-09-30,0.07020141143009018
2009-10-31,-0.05832961517645063
2009-11-30,0.07940950017284298
2009-12-31,0.07094907093870706
2010-01-31,-0.0878853854962024
2010-02-28,0.044884197773772616
2010-03-31,0.12053396266837413
2010-04-30,0.049981336090232586
2010-05-31,-0.027878284650778795
2010-06-30,-0.009615098085177576
2010-07-31,0.004608837762315243
2010-08-31,-0.02922840183792008
2010-09-30,0.0741158793769594
2010-10-31,0.0899786634335209
2010-11-30,-0.00775499285807868
2010-12-31,0.05069093161600202
2011-01-31,0.03853103994682594
2011-02-28,0.047433400018107585
2011-03-31,-0.012292853281254956
2011-04-30,0.05872043381840664
2011-05-31,-0.03078786310287518
2011-06-30,-0.040164639726551155
2011-07-31,0.021101590619428512
2011-08-31,-0.006444566002260288
2011-09-30,0.02859175949600745
2011-10-31,-0.012221506495525336
2011-11-30,0.010843598483556649
2011-12-31,-0.01627081252812901
2012-01-31,0.09802501582282086
2012-02-29,0.12656704703821342
2012-03-31,0.08214707511611197
2012-04-30,-0.02665851504191119
2012-05-31,-0.05546561162955621
2012-06-30,-0.00863970372132139
2012-07-31,0.019505757842238403
2012-08-31,0.052872319166235915
2012-09-30,0.030574542696508056
2012-10-31,-0.08102139157112587
2012-11-30,-0.003479079491460202
2012-12-31,-0.017319985485140132
2013-01-31,0.027749904064537922
2013-02-28,-0.005132365057557986
2013-03-31,0.04837523215165085
2013-04-30,0.018439654639000436
2013-05-31,0.036852872397517666
2013-06-30,-0.04990612403152905
2013-07-31,0.07644775248643398
2013-08-31,-0.010243743310873188
2013-09-30,0.06603993910488937
2013-10-31,0.05303229550566568
2013-11-30,0.05462200730532052
2013-12-31,0.05984419881833336
2014-01-31,-0.03200283979799823
2014-02-28,0.05128770040983843
2014-03-31,-0.042621235846287076
2014-04-30,-0.02453291972332683
2014-05-31,0.06717058490032057
2014-06-30,0.059437842199499435
2014-07-31,0.025399079736755592
2014-08-31,0.07490339640499766
2014-09-30,-0.02158395857693718
2014-10-31,-0.009246808097985393
2014-11-30,0.0770893308270324
2014-12-31,-0.051096315027733485
2015-01-31,0.018683196872652852
2015-02-28,0.07569256511526445
2015-03-31,-0.04180770576878956
2015-04-30,0.023364373385354575
2015-05-31,0.028491728820345452
2015-06-30,-0.05345776229258381
2015-07-31,0.055787886035084
2015-08-31,-0.0865981328797597
2015-09-30,-0.0015605771757178921
2015-10-31,0.06366693557164793
2015-11-30,-0.012458515481436838
2015-12-31,-0.03729059585859862
2016-01-31,-0.004146051336952117
2016-02-29,0.040947639715028794
2016-03-31,0.04662378708542558
2016-04-30,-0.05104516713943896
2016-05-31,0.07617551985885163
2016-06-30,-0.0758908754546107
2016-07-31,0.08573866207904723
2016-08-31,0.016302692217759374
2016-09-30,0.018966324837761395
2016-10-31,-0.02988777393074704
2016-11-30,-0.005954899495068
2016-12-31,0.0051747612586923175
2017-01-31,0.09205704466755615
2017-02-28,0.07759174661555357
2017-03-31,0.03364504000081592
2017-04-30,0.04984586562520987
2017-05-31,0.05967196877310732
2017-06-30,-0.030931766072109457
2017-07-31,0.03777770955672577
2017-08-31,0.02591580812891059
2017-09-30,-0.0006309032650769764
2017-10-31,0.07476648085393789
2017-11-30,0.02827467882591117
2017-12-31,-0.0014790671830270385
2018-01-31,0.17049192042591943
2018-02-28,-0.08187626641227108
2018-03-31,-0.05190509014773914
2018-04-30,0.0029005878333179247
2018-05-31,0.05656728955590817
2018-06-30,0.02010835605253858
2018-07-31,0.02745991348732968
2018-08-31,0.09394436884528301
2018-09-30,-0.016793352921498528
2018-10-31,-0.12829044052053307
2018-11-30,-0.02381216568242328
2018-12-31,-0.027251701486525892
2019-01-31,0.027811927654385338
2019-02-28,0.0214563077545602
2019-03-31,0.056599609646602156
2019-04-30,0.0814988293872887
2019-05-31,-0.11359473220728067
2019-06-30,0.06269529210483982
2019-07-31,0.030792682734613885
2019-08-31,-0.022426624248317872
2019-09-30,-0.005444234961648475
2019-10-31,0.03346198692443858
2019-11-30,0.07198080164484844
2019-12-31,0.07741012485618382
2020-01-31,0.06724587934040804
2020-02-29,-0.025818047590570714
2020-03-31,-0.020516458374811752
2020-04-30,0.0355275245024973
2020-05-31,0.028758424205088895
2020-06-30,0.01130376250025944
2020-07-31,0.06716305789773536
2020-08-31,0.11811081571815296
2020-09-30,-0.09301693711937153
2020-10-31,-0.04137935886120869
2020-11-30,0.05982205243727412
2020-12-31,0.05874698681169743
2021-01-31,0.01866900605012689
2021-02-28,-0.0357029131150256
2021-03-31,-0.005550961160595613
2021-04-30,0.06188611877344807
2021-05-31,-0.008815274595740719
2021-06-30,0.08858010384603676
2021-07-31,0.05212107326149695
2021-08-31,0.08029875427633026
2021-09-30,-0.0977224088901969
2021-10-31,0.1056656729049581
2021-11-30,0.017192079382491565
2021-12-31,0.017020430719334012
2022-01-31,-0.06440542669277571
2022-02-28,-0.027987720122500503
2022-03-31,0.050364099056500855
2022-04-30,-0.014289606116799858
2022-05-31,-0.028041606571565736
2022-06-30,0.007902079861766387
2022-07-31,0.006016189374999259
2022-08-31,0.014291824039033507
2022-09-30,-0.004597407751184668
2022-10-31,-0.0035622328936092407
2022-11-30,-0.02946752769982197
2022-12-31,-0.033940226234157045
2023-01-31,0.03865177382059937
2023-02-28,0.016162923578164845
2023-03-31,0.05558490331853716
2023-04-30,0.027160726798326262
2023-05-31,0.0849070827742473
2023-06-30,0.07063117300180943
2023-07-31,0.034050606737191735
2023-08-31,-0.019183021224826402
2023-09-30,-0.0610882849180755
2023-10-31,-0.033013887921047314
2023-11-30,0.08750814798396722
2023-12-31,0.09077542733803767
2024-01-31,0.02010027745984333
2024-02-29,0.08141690278073033
2024-03-31,0.023818613887500506
2024-04-30,-0.045345358258945145
2024-05-31,0.06129625621636259
2024-06-30,0.0981803790655813
2024-07-31,-0.01601101970810792
2024-08-31,-0.006174884644552958
2024-09-30,0.030224949715128124
2024-10-31,-0.011052741212685513
2024-11-30,0.07356591575789717
2024-12-31,0.03206766241023362
2025-01-31,0.0265050167534453
2025-02-28,-0.048243846711922056
2025-03-31,-0.061173874853004184
2025-04-30,0.004024283641822057
2025-05-31,0.034741915496490305
2025-06-30,0.08564170855502762
2025-07-31,0.039248631081291396
2025-08-31,0.006778802397891193
2025-09-30,0.09258362777148088
2025-10-31,0.07031028140180617
2025-11-30,-0.01964386614514535
2025-12-31,-9.958368068574419e-05
2026-01-31,0.02284403511960842
2026-02-28,-0.015366862308373697
2026-03-31,-0.031571854547161604
2026-04-30,0.11216894935909072
2026-05-31,0.12082345941857509
